family,sequence,arm,camera_active,effective_camera_stride,prompt22_raw_stride,repetitions,valid_repetitions,ate_rmse_m_mean,ate_rmse_m_std,ate_rmse_m_median,ate_rmse_m_min,ate_rmse_m_max,estimator_wall_s_mean,estimator_wall_s_std,estimator_wall_s_median,estimator_cpu_s_mean,estimator_cpu_s_std,estimator_cpu_s_median,offline_wall_s_mean,offline_wall_s_std,offline_wall_s_median,peak_rss_mib_mean,peak_rss_mib_std,peak_rss_mib_median,final_rss_mib_mean,final_rss_mib_std,final_rss_mib_median,peak_pss_mib_mean,peak_pss_mib_std,peak_pss_mib_median,final_pss_mib_mean,final_pss_mib_std,final_pss_mib_median,peak_uss_mib_mean,peak_uss_mib_std,peak_uss_mib_median,final_uss_mib_mean,final_uss_mib_std,final_uss_mib_median,visual_calls,visual_commits,backend_rejected,trajectory_rows,config_authority,config_sha256,shared_semantic_sha256,source_heads,run_ids,final_validity
NTU,nya_03,N-LIO,false,N/A (camera off),1;1;1,3,3,0.028883185208,0.0,0.028883185208,0.028883185208,0.028883185208,37.198804415333306,4.9719280264456485,38.822069427999914,150.34233159400006,19.88446597285184,156.6208871200001,41.10986666666667,5.479792293103412,42.9441,647.0677083333334,1.6700435760152879,647.68359375,647.0677083333334,1.6700435760152879,647.68359375,627.560546875,1.408270394688922,627.423828125,627.560546875,1.408270394688922,627.423828125,624.63671875,1.4928213640620234,624.60546875,624.63671875,1.4928213640620234,624.60546875,0;0;0,0;0;0,0;0;0,4092;4092;4092,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,P15-nya_03-N-LIO-r1;P15-nya_03-N-LIO-r2;P15-nya_03-N-LIO-r3,VALID_3_REPS
NTU,nya_03,P-LIO,false,N/A (camera off),1;1;1,3,3,0.02575712856,0.0,0.02575712856,0.02575712856,0.02575712856,26.786831535333352,3.787457853625714,27.954662187000004,100.99080497366651,13.755822297953774,105.89573913299968,33.00213333333333,2.5330288224881206,32.8653,280.2903645833333,18.137657311952996,291.796875,279.16796875,18.401214791707282,291.796875,260.7945963541667,18.092428864492714,272.669921875,260.1357421875,17.61150261730934,272.5078125,258.3203125,17.36526941302983,269.58984375,257.6848958333333,16.89694221517234,269.58984375,0;0;0,0;0;0,0;0;0,4088;4088;4088,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,P15-nya_03-P-LIO-r1;P15-nya_03-P-LIO-r2;P15-nya_03-P-LIO-r3,VALID_3_REPS
NTU,nya_03,N-LIVO-STRIDE,true,1,1;1;1,3,3,0.03333704204033333,7.284304710670102e-06,0.033331916403,0.033331866156,0.033347343562,75.02299623666649,11.582469853647739,76.40665572599968,275.3187856586669,43.29100265453615,282.764283617,83.29213333333333,14.96559856589624,83.3364,2327.3502604166665,24.97805765854195,2337.8359375,2327.3502604166665,24.97805765854195,2337.8359375,2308.3854166666665,24.542142296733505,2318.8408203125,2308.3854166666665,24.542142296733505,2318.8408203125,2305.9036458333335,23.865193233081108,2315.765625,2305.9036458333335,23.865193233081108,2315.765625,4091;4091;4091,4089;4089;4089,0;0;0,4090;4090;4090,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,P15-nya_03-N-LIVO-r1;P15-nya_03-N-LIVO-r2;P15-nya_03-N-LIVO-r3,VALID_3_REPS
NTU,nya_03,P-LIVO-STRIDE,true,1,1;1;1,3,3,0.03192364933966667,2.09542362743942e-05,0.031920364763,0.031899786164,0.031950797092,58.86911264800006,9.091254825853952,62.92053889900011,213.586349258333,31.141975935568112,225.99210837700002,63.9899,9.74612167206354,68.5877,2124.0065104166665,3.180858732726237,2124.51171875,2123.4192708333335,3.956104172892761,2124.51171875,2104.7867838541665,2.8796973439121554,2105.0498046875,2104.2386067708335,3.591168022502152,2105.0498046875,2101.8059895833335,3.031787453248553,2102.12109375,2101.28125,3.7140461212126583,2102.12109375,4086;4086;4086,4084;4084;4084,1;1;1,4086;4086;4086,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,P15-nya_03-P-LIVO-r1;P15-nya_03-P-LIVO-r2;P15-nya_03-P-LIVO-r3,VALID_3_REPS
NTU,sbs_01,N-LIO,false,N/A (camera off),1;1;1,3,3,0.0277659364,0.0,0.0277659364,0.0277659364,0.0277659364,34.43359882400001,5.345215283540224,37.80176594800003,137.01405566566672,20.052326322174967,150.7235988320001,39.72063333333333,7.151186898845688,42.0289,1847.7838541666667,1.9323644907099171,1847.9296875,1847.6692708333333,2.078120920787559,1847.9296875,1828.4127604166667,1.6212212733267262,1827.90625,1828.2473958333333,1.7999320005594412,1827.90625,1825.4765625,1.6916392858134064,1825.12109375,1825.3346354166667,1.8528485702927167,1825.12109375,0;0;0,0;0;0,0;0;0,3540;3540;3540,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,P15-sbs_01-N-LIO-r1;P15-sbs_01-N-LIO-r2;P15-sbs_01-N-LIO-r3,VALID_3_REPS
NTU,sbs_01,P-LIO,false,N/A (camera off),1;1;1,3,3,0.025729330675,0.0,0.025729330675,0.025729330675,0.025729330675,23.961580546666642,3.6813260285509877,24.892285879000013,90.35615508866681,13.693320025667063,94.3029362410001,27.835700000000003,4.208527783758434,28.8611,302.1953125,1.671412513913506,303.1015625,300.8411458333333,1.136767222859198,301.46484375,282.4303385416667,1.235162883249855,282.4775390625,281.0514322916667,0.8255353378802656,280.8681640625,279.4114583333333,1.3156635567720403,279.5703125,278.1028645833333,0.8928855479732629,278.03125,0;0;0,0;0;0,0;0;0,3536;3536;3536,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,P15-sbs_01-P-LIO-r1;P15-sbs_01-P-LIO-r2;P15-sbs_01-P-LIO-r3,VALID_3_REPS
NTU,sbs_01,N-LIVO-STRIDE,true,1,1;1;1,3,3,0.028969445734,4.584171588897735e-05,0.028938280152,0.028935797191,0.029034259859,61.12733864300001,8.8033567320768,63.64541644300006,222.22092254533274,34.46669558157708,233.36628032899898,66.73206666666665,9.68026744029087,69.0872,3398.0950520833335,1.832905112453637,3397.16015625,3398.0950520833335,1.832905112453637,3397.16015625,3379.1022135416665,1.40365028734509,3378.8447265625,3379.1022135416665,1.40365028734509,3378.8447265625,3376.59765625,1.5491749526293557,3377.33984375,3376.59765625,1.5491749526293557,3377.33984375,3538;3538;3538,3537;3537;3537,0;0;0,3538;3538;3538,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,P15-sbs_01-N-LIVO-r1;P15-sbs_01-N-LIVO-r2;P15-sbs_01-N-LIVO-r3,VALID_3_REPS
NTU,sbs_01,P-LIVO-STRIDE,true,1,1;1;1,3,3,0.029509390520333332,2.84334747978882e-09,0.029509392195,0.029509386517,0.029509392849,50.62217764366673,7.555613163276504,53.9555728329999,175.4076254089999,25.86301430458929,186.56224027799928,54.946799999999996,8.160608924992465,58.3888,1885.73046875,5.382554533912952,1882.1015625,1885.73046875,5.382554533912952,1882.1015625,1866.9697265625,5.251035497361988,1864.7412109375,1866.9697265625,5.251035497361988,1864.7412109375,1864.5872395833333,5.074612500493504,1863.28125,1864.5872395833333,5.074612500493504,1863.28125,3534;3534;3534,3532;3532;3532,0;0;0,3534;3534;3534,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,P15-sbs_01-P-LIVO-r1;P15-sbs_01-P-LIVO-r2;P15-sbs_01-P-LIVO-r3,VALID_3_REPS
NTU,sbs_02,N-LIO,false,N/A (camera off),1;1;1,3,3,0.026968429626,0.0,0.026968429626,0.026968429626,0.026968429626,41.78272550866664,12.386176082538512,38.30630001300003,166.06218556066702,46.44948243306554,153.85914411400037,47.97506666666667,15.841961512458685,42.4743,1807.1627604166667,1.0078848353670409,1806.51953125,1806.0390625,1.80882855972133,1804.97265625,1787.8180338541667,0.9326904126103592,1787.1845703125,1786.7841796875,1.6703446178482673,1785.79296875,1784.8997395833333,0.9716351386528436,1784.4453125,1783.9127604166667,1.6898383121027725,1783.17578125,0;0;0,0;0;0,0;0;0,3729;3729;3729,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,P15-sbs_02-N-LIO-r1;P15-sbs_02-N-LIO-r2;P15-sbs_02-N-LIO-r3,VALID_3_REPS
NTU,sbs_02,P-LIO,false,N/A (camera off),1;1;1,3,3,0.024137094562999995,0.0,0.024137094563,0.024137094563,0.024137094563,24.91761807566662,3.8619041214301792,25.855050397000003,93.82054283333365,14.629025334218356,97.76676758400048,29.026266666666668,4.3920737048561564,30.3681,303.5755208333333,0.3848575970520532,303.41796875,303.2109375,0.7272132502424066,303.203125,283.9560546875,0.5765811134924539,284.2333984375,283.5537109375,0.6580514553864294,283.1533203125,280.9322916666667,0.5585193836472663,281.0546875,280.5533854166667,0.711569182890835,280.1953125,0;0;0,0;0;0,0;0;0,3725;3725;3725,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,P15-sbs_02-P-LIO-r1;P15-sbs_02-P-LIO-r2;P15-sbs_02-P-LIO-r3,VALID_3_REPS
NTU,sbs_02,N-LIVO-STRIDE,true,1,1;1;1,3,3,0.028705831946333332,1.8302242500955594e-05,0.02871816332,0.028679958113,0.028719374406,69.31925079800003,8.501024966297859,73.30278315499982,246.80344119733334,33.08439438354722,262.94845043099934,74.85950000000001,9.44897489995608,78.995,3495.21875,2.510129624625365,3496.63671875,3495.21875,2.510129624625365,3496.63671875,3475.8424479166665,2.3890055349491752,3477.099609375,3475.8424479166665,2.3890055349491752,3477.099609375,3472.8450520833335,2.488479177872822,3474.16796875,3472.8450520833335,2.488479177872822,3474.16796875,3728;3728;3728,3727;3727;3727,0;0;0,3728;3728;3728,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,P15-sbs_02-N-LIVO-r1;P15-sbs_02-N-LIVO-r2;P15-sbs_02-N-LIVO-r3,VALID_3_REPS
NTU,sbs_02,P-LIVO-STRIDE,true,1,1;1;1,3,3,0.028533867426,6.501818166235642e-06,0.028538462468,0.028524672467,0.028538467343,56.83482778266668,9.61621184112596,58.48136029899999,197.1137852413334,33.249172824594304,204.41963774899898,62.532399999999996,8.600934775166401,63.0818,1999.0052083333333,3.126452028109688,1997.0390625,1998.9140625,2.997817199060739,1997.0390625,1979.5452473958333,3.0569771859992585,1977.630859375,1979.4501953125,2.9228488978611584,1977.630859375,1976.5377604166667,3.0716827501444097,1974.50390625,1976.4661458333333,2.97047361788317,1974.50390625,3724;3724;3724,3722;3722;3722,0;0;0,3724;3724;3724,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,P15-sbs_02-P-LIVO-r1;P15-sbs_02-P-LIVO-r2;P15-sbs_02-P-LIVO-r3,VALID_3_REPS
NTU,sbs_03,N-LIO,false,N/A (camera off),1;1;1,3,3,0.033383139769,0.0,0.033383139769,0.033383139769,0.033383139769,33.0967015023333,4.1400552428640545,30.43659770400003,133.55659105400005,16.164950201280938,123.32617297099969,36.90886666666666,4.467765795363745,33.9449,1806.6184895833333,0.7462221293709047,1806.4375,1806.6184895833333,0.7462221293709047,1806.4375,1787.8017578125,1.0799795224167532,1788.224609375,1787.8017578125,1.0799795224167532,1788.224609375,1785.390625,1.6639555178834533,1785.32421875,1785.390625,1.6639555178834533,1785.32421875,0;0;0,0;0;0,0;0;0,3891;3891;3891,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,P15-sbs_03-N-LIO-r1;P15-sbs_03-N-LIO-r2;P15-sbs_03-N-LIO-r3,VALID_3_REPS
NTU,sbs_03,P-LIO,false,N/A (camera off),1;1;1,3,3,0.025554175775000004,0.0,0.025554175775,0.025554175775,0.025554175775,24.790498697666663,4.424269403197476,22.32387880700002,93.2867343436668,16.49519701212959,84.06466112400028,28.903366666666667,5.256886417093509,25.8934,326.3697916666667,0.9838702271717193,326.48046875,325.4205729166667,0.2937980161702178,325.33203125,306.5843098958333,0.8783245808637606,306.84765625,305.5621744791667,0.40997975906816986,305.4013671875,303.58984375,0.857247603540565,303.83984375,302.6145833333333,0.41483974482791414,302.4375,0;0;0,0;0;0,0;0;0,3887;3887;3887,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,P15-sbs_03-P-LIO-r1;P15-sbs_03-P-LIO-r2;P15-sbs_03-P-LIO-r3,VALID_3_REPS
NTU,sbs_03,N-LIVO-STRIDE,true,1,1;1;1,3,3,0.03116380191066667,1.223072150058381e-05,0.031160892349,0.031150490627,0.031180022756,66.70733335066666,8.67446642913723,71.71441875199973,239.79411373666696,33.83169265314818,258.80989998900003,74.03273333333334,10.86428013456125,78.2853,3515.2825520833335,23.995147709060763,3531.83984375,3515.2825520833335,23.995147709060763,3531.83984375,3496.4895833333335,22.797273535495304,3511.8955078125,3496.4895833333335,22.797273535495304,3511.8955078125,3494.1002604166665,22.01020676403995,3508.93359375,3494.1002604166665,22.01020676403995,3508.93359375,3890;3890;3890,3888;3888;3888,0;0;0,3889;3889;3889,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,P15-sbs_03-N-LIVO-r1;P15-sbs_03-N-LIVO-r2;P15-sbs_03-N-LIVO-r3,VALID_3_REPS
NTU,sbs_03,P-LIVO-STRIDE,true,1,1;1;1,3,3,0.028207537685000002,2.8437145706218692e-05,0.028222274762,0.028167763579,0.028232574714,52.519498879333305,7.112996249992707,50.16648002099971,181.76142718533322,24.099366496292056,173.24531034300014,56.80853333333334,7.555262919022447,54.2953,2076.2213541666665,3.042752842771851,2076.203125,2076.2213541666665,3.042752842771851,2076.203125,2056.7347005208335,2.979963822852823,2056.9365234375,2056.7347005208335,2.979963822852823,2056.9365234375,2053.8059895833335,3.0101711080645215,2053.98046875,2053.8059895833335,3.0101711080645215,2053.98046875,3885;3885;3885,3883;3883;3883,0;0;0,3885;3885;3885,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,P15-sbs_03-P-LIVO-r1;P15-sbs_03-P-LIVO-r2;P15-sbs_03-P-LIVO-r3,VALID_3_REPS
OXFORD,Church_05,N-LIO,false,N/A (camera off),1;1;1,3,3,0.16780000000000003,0.0,0.1678,0.1678,0.1678,111.577683916,2.954499342657395,111.58307585500023,377.8640560803333,9.376320865086562,378.3063534799989,127.80999999999999,3.3482085757411597,127.445,996.4375,1.9172671939087003,995.26953125,996.3958333333334,1.8585277233321265,995.26953125,975.5546875,1.0710289406640274,975.1845703125,975.4895833333334,0.9827830310386662,975.1845703125,972.7994791666666,1.6970167525071551,971.90234375,972.7578125,1.6386924381655765,971.90234375,0;0;0,0;0;0,0;0;0,8005;8005;8005,ori-drs/FAST-LIVO2@f2c9abb72f82359bcb9190e31b8faa6b6b7b9a64:config/oxford_spires.yaml,1d49d420012c8d984cc354a88ee82c8bb59ebd523cc696b504cca8e737e60c7e,013beef79fcb75fdd6680d3d107a235e9904afbac1d6cb17e57790c9c8e67420,ea7702b871bff8c6e6c2d5a2bdc3e6d29d670491,P22-Church_05-N-LIO-r1-retry_cpu_affinity;P22-Church_05-N-LIO-r2-retry_cpu_affinity;P22-Church_05-N-LIO-r3-retry_cpu_affinity,VALID_3_REPS
OXFORD,Church_05,P-LIO,false,N/A (camera off),1;1;1,3,3,0.244,0.0,0.244,0.244,0.244,109.9790140066666,4.3427721472524095,107.44054220200016,380.47567723366654,14.49337275877149,372.2917387529999,127.82466666666666,4.957542827741272,124.902,824.0885416666666,0.8433962735900341,823.5,820.078125,0.8398407218937658,819.50390625,803.5693359375,0.06800035932857344,803.5771484375,799.5322265625,0.057426525109332646,799.5341796875,800.7799479166666,0.6863473805439297,800.32421875,796.8059895833334,0.6873248869472237,796.3515625,0;0;0,0;0;0,0;0;0,8001;8001;8001,ori-drs/FAST-LIVO2@f2c9abb72f82359bcb9190e31b8faa6b6b7b9a64:config/oxford_spires.yaml,1d49d420012c8d984cc354a88ee82c8bb59ebd523cc696b504cca8e737e60c7e,013beef79fcb75fdd6680d3d107a235e9904afbac1d6cb17e57790c9c8e67420,cc3814ad80dc0ee7b2ffb84750e35ba4cb3f1449,P22-Church_05-P-LIO-r1-retry_cpu_affinity;P22-Church_05-P-LIO-r2-retry_cpu_affinity;P22-Church_05-P-LIO-r3-retry_cpu_affinity,VALID_3_REPS
OXFORD,Church_05,N-LIVO-STRIDE,true,1,1;1;1,3,3,0.14293333333333333,0.0024458581770458866,0.1438,0.1396,0.1454,125.90937998599979,0.6469313527309343,126.06076811199964,321.9967125033332,2.0288429694617003,322.35404902499846,182.987,0.5843269632662794,183.004,8065.604166666667,13.315513910427367,8059.9609375,8064.274739583333,13.994362680087708,8055.97265625,8046.028971354167,13.627331743190902,8040.1572265625,8044.709309895833,14.30680305860339,8036.1982421875,8042.83984375,13.605733986612156,8036.87890625,8041.53515625,14.285472955027709,8032.96484375,3960;3960;3960,3959;3959;3959,0;0;0,3959;3959;3959,ori-drs/FAST-LIVO2@f2c9abb72f82359bcb9190e31b8faa6b6b7b9a64:config/oxford_spires.yaml,1d49d420012c8d984cc354a88ee82c8bb59ebd523cc696b504cca8e737e60c7e,860ff168e9b2e89f291e4aeb0d741ce822e18ff2bc6cd57a37f7d58da4a7ddc0,ea7702b871bff8c6e6c2d5a2bdc3e6d29d670491,P22-Church_05-N-LIVO-STRIDE-r1-retry_cpu_affinity;P22-Church_05-N-LIVO-STRIDE-r2-retry_cpu_affinity;P22-Church_05-N-LIVO-STRIDE-r3-retry_cpu_affinity,VALID_3_REPS
OXFORD,Church_05,P-LIVO-STRIDE,true,1,1;1;1,3,3,0.22993333333333332,0.00368178700572909,0.2296,0.2256,0.2346,248.24985053266641,11.982885264238547,241.765377821001,549.6720697069982,34.879779572376556,531.4247369900033,310.07,17.106095541258576,300.753,8098.932291666667,5.511847787931592,8096.4609375,8098.932291666667,5.511847787931592,8096.4609375,8080.0009765625,5.102417294450161,8076.423828125,8080.0009765625,5.102417294450161,8076.423828125,8077.4140625,4.711945804890923,8075.046875,8077.4140625,4.711945804890923,8075.046875,3956;3956;3956,3953;3954;3954,0;0;0,3956;3956;3956,ori-drs/FAST-LIVO2@f2c9abb72f82359bcb9190e31b8faa6b6b7b9a64:config/oxford_spires.yaml,1d49d420012c8d984cc354a88ee82c8bb59ebd523cc696b504cca8e737e60c7e,860ff168e9b2e89f291e4aeb0d741ce822e18ff2bc6cd57a37f7d58da4a7ddc0,cc3814ad80dc0ee7b2ffb84750e35ba4cb3f1449,P22-Church_05-P-LIVO-STRIDE-r1-retry_cpu_affinity;P22-Church_05-P-LIVO-STRIDE-r2-retry_cpu_affinity;P22-Church_05-P-LIVO-STRIDE-r3-retry_cpu_affinity,VALID_3_REPS
OXFORD,College_03,N-LIO,false,N/A (camera off),2;2;2,3,3,0.0481,0.0,0.0481,0.0481,0.0481,55.13910578599999,0.3388299088543807,55.26512166199991,139.73545169833324,1.2909758025668834,139.8483275399994,69.01633333333334,1.1341468638976566,69.1718,598.6002604166666,1.2130539859681695,597.8359375,593.46875,2.340788058962017,591.984375,578.5071614583334,1.3461448757631962,577.8671875,573.3723958333334,2.491410355159003,571.908203125,575.2786458333334,1.3187526741020807,574.7421875,570.20703125,2.4614727427194967,568.83203125,0;0;0,0;0;0,0;0;0,2865;2865;2865,ori-drs/FAST-LIVO2@f2c9abb72f82359bcb9190e31b8faa6b6b7b9a64:config/oxford_spires.yaml,1d49d420012c8d984cc354a88ee82c8bb59ebd523cc696b504cca8e737e60c7e,013beef79fcb75fdd6680d3d107a235e9904afbac1d6cb17e57790c9c8e67420,ea7702b871bff8c6e6c2d5a2bdc3e6d29d670491,P22-College_03-N-LIO-r1-retry_cpu_affinity;P22-College_03-N-LIO-r2-retry_cpu_affinity;P22-College_03-N-LIO-r3-retry_cpu_affinity,VALID_3_REPS
OXFORD,College_03,P-LIO,false,N/A (camera off),2;2;2,3,3,0.0748,0.0,0.0748,0.0748,0.0748,51.55477839100007,0.5212676912309867,51.368613524,174.3759556113333,2.3809131576574414,173.4242980569998,63.17026666666666,0.564864386871358,62.9277,645.9388020833334,2.122131406073643,647.25,641.9986979166666,0.6869992060193232,641.71484375,625.8912760416666,1.8023115245133876,627.12890625,621.9866536458334,0.9590968531995475,621.3310546875,622.6614583333334,1.790802503260972,623.91796875,618.7955729166666,0.9428575935014067,618.140625,0;0;0,0;0;0,0;0;0,2861;2861;2861,ori-drs/FAST-LIVO2@f2c9abb72f82359bcb9190e31b8faa6b6b7b9a64:config/oxford_spires.yaml,1d49d420012c8d984cc354a88ee82c8bb59ebd523cc696b504cca8e737e60c7e,013beef79fcb75fdd6680d3d107a235e9904afbac1d6cb17e57790c9c8e67420,cc3814ad80dc0ee7b2ffb84750e35ba4cb3f1449,P22-College_03-P-LIO-r1-retry_cpu_affinity;P22-College_03-P-LIO-r2-retry_cpu_affinity;P22-College_03-P-LIO-r3-retry_cpu_affinity,VALID_3_REPS
OXFORD,College_03,N-LIVO-STRIDE,true,2,2;2;2,3,3,0.07093333333333333,0.0028193773938387347,0.0711,0.0674,0.0743,83.59046370499993,0.7250909720640103,83.41535650699994,210.76850438766644,1.6572083337759789,210.7030136959989,124.40133333333334,0.901165664878307,124.472,5911.125,22.144137681536712,5915.8046875,5911.125,22.144137681536712,5915.8046875,5891.604817708333,22.37091325961248,5896.025390625,5891.604817708333,22.37091325961248,5896.025390625,5888.446614583333,22.32842622053543,5892.8125,5888.446614583333,22.32842622053543,5892.8125,2839;2839;2839,2837;2837;2837,0;0;0,2838;2838;2838,ori-drs/FAST-LIVO2@f2c9abb72f82359bcb9190e31b8faa6b6b7b9a64:config/oxford_spires.yaml,1d49d420012c8d984cc354a88ee82c8bb59ebd523cc696b504cca8e737e60c7e,860ff168e9b2e89f291e4aeb0d741ce822e18ff2bc6cd57a37f7d58da4a7ddc0,ea7702b871bff8c6e6c2d5a2bdc3e6d29d670491,P22-College_03-N-LIVO-STRIDE-r1-retry_cpu_affinity;P22-College_03-N-LIVO-STRIDE-r2-retry_cpu_affinity;P22-College_03-N-LIVO-STRIDE-r3-retry_cpu_affinity,VALID_3_REPS
OXFORD,College_03,P-LIVO-STRIDE,true,2,2;2;2,3,3,0.1825,0.12777566278442856,0.0929,0.0914,0.3632,125.12248130800002,0.16231355499648858,125.15379876700004,315.24119439366683,1.2176937962428094,314.9482973600006,167.411,0.3095362122057184,167.541,5975.255208333333,14.94947284745799,5967.79296875,5975.255208333333,14.94947284745799,5967.79296875,5955.5029296875,14.852337753607445,5948.5830078125,5955.5029296875,14.852337753607445,5948.5830078125,5952.3203125,14.873010838966522,5945.328125,5952.3203125,14.873010838966522,5945.328125,2834;2834;2834,2832;2831;2831,0;0;0,2834;2834;2834,ori-drs/FAST-LIVO2@f2c9abb72f82359bcb9190e31b8faa6b6b7b9a64:config/oxford_spires.yaml,1d49d420012c8d984cc354a88ee82c8bb59ebd523cc696b504cca8e737e60c7e,860ff168e9b2e89f291e4aeb0d741ce822e18ff2bc6cd57a37f7d58da4a7ddc0,cc3814ad80dc0ee7b2ffb84750e35ba4cb3f1449,P22-College_03-P-LIVO-STRIDE-r1-retry_cpu_affinity;P22-College_03-P-LIVO-STRIDE-r2-retry_cpu_affinity;P22-College_03-P-LIVO-STRIDE-r3-retry_cpu_affinity,VALID_3_REPS
