axis,arm,sequence,repetition,stride,bucket_policy,mode,status,affinity,workers,build,ate_rmse_m,gt_matches,trajectory_rows,backend_attempted,backend_success,backend_rejected,estimator_wall_s,estimator_epoch_count,estimator_wall_per_epoch_s,estimator_cpu_s,estimator_cpu_per_epoch_s,total_wall_s,process_cpu_s,bag_reader_s,peak_rss_mib,final_rss_mib,peak_pss_mib,final_pss_mib,peak_uss_mib,final_uss_mib,median_raw_cpu_pct,peak_raw_cpu_pct,image_read,image_seen,image_dropped,visual_process_calls,visual_state_commits,selected_timestamp_sha256,run_dir,notes
B,P2,Palace_01,3,2,strict_reclass,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.1303,4014,4014,4020,4020,0,107.865613534,8039,0.01341779,279.081094655,0.034715897,164.884,421.609,164.816,8133.160,8133.160,8116.812,8116.812,8113.910,8113.910,255.496,271.751,4021,8041,4020,4014,4012,b313f82875991a00193731dbf99d240b5c3db8cdf21e0e2ce24611fe05352986,results/prob_livo/runs/prompt18_p2_p_livo_Palace_01_r3,Prompt18 secondary reuse; resource-compatible four-core cell
B,P2,Quarter_01,1,2,strict_reclass,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0641,2866,2866,2872,2872,0,90.811212577,5743,0.015812504,240.727516222,0.041916684,133.028,345.71,132.979,6075.418,6075.418,6059.169,6059.169,6056.457,6056.457,259.486,273.817,2873,5746,2873,2866,2864,4308c1d304108bf0ff767ac33bc467d3300deb479803233cce9030576f8d15fc,results/prob_livo/runs/prompt18_p2_p_livo_Quarter_01_r1,Prompt18 secondary reuse; resource-compatible four-core cell
B,P2,Quarter_01,2,2,strict_reclass,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0658,2866,2866,2872,2872,0,91.581191799,5743,0.015946577,244.862439647,0.042636678,133.977,349.873,133.929,6051.016,6051.016,6034.845,6034.845,6032.152,6032.152,261.395,273.512,2873,5746,2873,2866,2864,4308c1d304108bf0ff767ac33bc467d3300deb479803233cce9030576f8d15fc,results/prob_livo/runs/prompt18_p2_p_livo_Quarter_01_r2,Prompt18 secondary reuse; resource-compatible four-core cell
B,P2,Quarter_01,3,2,strict_reclass,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0667,2866,2866,2872,2872,0,91.743565132,5743,0.01597485,245.004141654,0.042661351,134.341,349.916,134.289,6058.352,6058.352,6042.194,6042.194,6039.332,6039.332,259.390,275.669,2873,5746,2873,2866,2864,4308c1d304108bf0ff767ac33bc467d3300deb479803233cce9030576f8d15fc,results/prob_livo/runs/prompt18_p2_p_livo_Quarter_01_r3,Prompt18 secondary reuse; resource-compatible four-core cell
B,N0,Church_05,1,1,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.2128,3959,3959,7920,7920,0,290.790855966,7920,0.036716017,747.863065939,0.094427155,333.631,800.28,333.546,8389.535,8389.535,8370.149,8370.149,8367.199,8367.199,239.112,262.735,3961,3961,0,3960,3959,,results/prob_livo/prompt15/formal/P15-Church_05-N-LIVO-r1,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,Church_05,2,1,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.2097,3959,3959,7920,7920,0,398.447849411,7920,0.050309072,1058.757717019,0.13368153,469.563,1125.73,469.41,8411.891,8409.270,8393.146,8390.657,8390.715,8388.297,238.830,267.607,3961,3961,0,3960,3959,,results/prob_livo/prompt15/formal/P15-Church_05-N-LIVO-r2,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,Church_05,3,1,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.2108,3959,3959,7920,7920,0,361.090795575,7920,0.045592272,948.301978938,0.119735098,411.478,1008.26,411.378,8403.789,8399.805,8384.899,8380.880,8381.742,8377.793,244.540,273.220,3961,3961,0,3960,3959,,results/prob_livo/prompt15/formal/P15-Church_05-N-LIVO-r3,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,College_03,1,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0746,5673,5673,11359,11359,0,156.086557185,11359,0.013741223,412.523633695,0.036316897,210.102,524.289,210.068,11496.387,11496.387,11478.509,11478.509,11476.816,11476.816,250.329,265.890,5682,5682,0,5679,5672,,results/prob_livo/prompt15/formal/P15-College_03-N-LIVO-r1,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,College_03,2,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0744,5673,5673,11359,11359,0,205.659679944,11359,0.018105439,551.840998112,0.048581829,271.858,686.055,271.804,11511.613,11511.613,11491.714,11491.714,11488.832,11488.832,254.297,275.123,5682,5682,0,5679,5672,,results/prob_livo/prompt15/formal/P15-College_03-N-LIVO-r2,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,College_03,3,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0748,5673,5673,11359,11359,0,166.762963531,11359,0.014681131,441.708849671,0.038886244,223.18,557.862,223.144,11517.910,11517.910,11499.133,11499.133,11496.066,11496.066,250.811,271.387,5682,5682,0,5679,5672,,results/prob_livo/prompt15/formal/P15-College_03-N-LIVO-r3,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,Palace_01,1,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.1295,8030,8030,16075,16075,0,257.325302801,16075,0.016007795,695.646470134,0.043275053,350.478,886.798,350.418,15985.855,15985.855,15965.187,15965.187,15962.465,15962.465,254.637,275.444,8041,8041,0,8037,8029,,results/prob_livo/prompt15/formal/P15-Palace_01-N-LIVO-r1,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,Palace_01,2,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.1289,8030,8030,16075,16075,0,255.168039222,16075,0.015873595,685.207620912,0.042625668,347.012,873.724,346.938,15988.098,15988.098,15969.557,15969.557,15967.203,15967.203,254.005,272.361,8041,8041,0,8037,8029,,results/prob_livo/prompt15/formal/P15-Palace_01-N-LIVO-r2,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,Palace_01,3,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.1297,8030,8030,16075,16075,0,216.689357226,16075,0.013479898,582.631818151,0.036244592,298.758,749.756,298.709,15986.965,15986.965,15968.400,15968.400,15965.297,15965.297,252.334,269.997,8041,8041,0,8037,8029,,results/prob_livo/prompt15/formal/P15-Palace_01-N-LIVO-r3,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,Quarter_01,1,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0753,5736,5736,11487,11487,0,219.252866333,11487,0.019087043,586.855548452,0.05108867,284.482,718.626,284.44,11806.371,11806.371,11785.776,11785.776,11783.176,11783.176,250.436,272.920,5746,5746,0,5743,5735,,results/prob_livo/prompt15/formal/P15-Quarter_01-N-LIVO-r1,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,Quarter_01,2,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0703,5736,5736,11487,11487,0,219.376789557,11487,0.019097831,590.053653526,0.05136708,283.353,719.094,283.309,11761.910,11761.910,11741.970,11741.970,11739.152,11739.152,252.808,272.795,5746,5746,0,5743,5735,,results/prob_livo/prompt15/formal/P15-Quarter_01-N-LIVO-r2,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N0,Quarter_01,3,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0709,5736,5736,11487,11487,0,225.554202775,11487,0.019635606,604.946718494,0.052663595,292.563,739.156,292.522,11792.836,11788.742,11772.740,11768.549,11769.953,11765.832,251.555,271.099,5746,5746,0,5743,5735,,results/prob_livo/prompt15/formal/P15-Quarter_01-N-LIVO-r3,Prompt15 formal Native N0 reuse; no Prompt15 rerun
B,N1,Church_05,1,1,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.2094,3959,3959,7920,7920,0,388.439190637,7920,0.049045352,1031.408698838,0.130228371,443.064,1097.68,442.922,8368.383,8368.383,8351.876,8351.876,8349.199,8349.199,246.712,271.553,3961,3961,0,3960,3959,ada0f71ab84fe97d78a9d7ae4c17418f08876e98599731687d32f5778ef30336,results/prob_livo/runs/prompt18_n1_native_Church_05_r1,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,Church_05,2,1,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.2084,3959,3959,7920,7920,0,400.83340672,7920,0.050610279,1066.515538675,0.134661053,455.569,1130.78,455.466,8388.145,8388.145,8371.272,8371.272,8368.363,8368.363,247.570,275.317,3961,3961,0,3960,3959,ada0f71ab84fe97d78a9d7ae4c17418f08876e98599731687d32f5778ef30336,results/prob_livo/runs/prompt18_n1_native_Church_05_r2,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,Church_05,3,1,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.2102,3959,3959,7920,7920,0,389.006724486,7920,0.049117011,1030.156744359,0.130070296,443.606,1094.07,443.5,8367.918,8367.918,8350.665,8350.665,8347.801,8347.801,245.289,273.003,3961,3961,0,3960,3959,ada0f71ab84fe97d78a9d7ae4c17418f08876e98599731687d32f5778ef30336,results/prob_livo/runs/prompt18_n1_native_Church_05_r3,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,College_03,1,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0514,2838,2838,5679,5679,0,184.924762333,5679,0.032562909,502.759348445,0.088529556,223.087,569.049,223.042,6036.418,6036.418,6019.344,6019.344,6016.562,6016.562,256.714,270.971,2841,5682,2841,2839,2837,30df87679ddd892df4026617ebf7c051e788d4e65905bcbffd6191be7598b089,results/prob_livo/runs/prompt18_n1_native_College_03_r1,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,College_03,2,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0513,2838,2838,5679,5679,0,186.725686353,5679,0.032880029,507.907758612,0.089436126,225.078,574.75,225.03,6037.832,6037.832,6020.625,6020.625,6017.754,6017.754,258.136,270.385,2841,5682,2841,2839,2837,30df87679ddd892df4026617ebf7c051e788d4e65905bcbffd6191be7598b089,results/prob_livo/runs/prompt18_n1_native_College_03_r2,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,College_03,3,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0514,2838,2838,5679,5679,0,186.312954653,5679,0.032807352,507.50573158,0.089365334,224.434,573.988,224.388,6036.090,6036.090,6018.937,6018.937,6016.207,6016.207,258.389,271.313,2841,5682,2841,2839,2837,30df87679ddd892df4026617ebf7c051e788d4e65905bcbffd6191be7598b089,results/prob_livo/runs/prompt18_n1_native_College_03_r3,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,Palace_01,1,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.1541,4018,4018,8039,8039,0,232.620355139,8039,0.028936479,621.445524448,0.077303834,285.892,710.451,285.832,8484.344,8484.344,8467.536,8467.536,8464.648,8464.648,245.294,284.229,4021,8041,4020,4019,4017,b313f82875991a00193731dbf99d240b5c3db8cdf21e0e2ce24611fe05352986,results/prob_livo/runs/prompt18_n1_native_Palace_01_r1,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,Palace_01,2,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.1547,4018,4018,8039,8039,0,229.417507808,8039,0.028538065,614.180655147,0.076400131,282.769,709.746,282.709,8489.598,8489.598,8473.128,8473.128,8470.371,8470.371,251.810,281.351,4021,8041,4020,4019,4017,b313f82875991a00193731dbf99d240b5c3db8cdf21e0e2ce24611fe05352986,results/prob_livo/runs/prompt18_n1_native_Palace_01_r2,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,Palace_01,3,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.1559,4018,4018,8039,8039,0,229.601938586,8039,0.028561007,616.334106994,0.076668007,282.981,709.918,282.921,8476.477,8476.477,8459.796,8459.796,8457.047,8457.047,250.367,278.780,4021,8041,4020,4019,4017,b313f82875991a00193731dbf99d240b5c3db8cdf21e0e2ce24611fe05352986,results/prob_livo/runs/prompt18_n1_native_Palace_01_r3,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,Quarter_01,1,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0662,2870,2870,5743,5743,0,205.28092468,5743,0.035744545,553.976002171,0.096461083,244.245,613.361,244.198,6614.473,6614.473,6597.367,6597.367,6594.523,6594.523,250.316,277.011,2873,5746,2873,2871,2869,4308c1d304108bf0ff767ac33bc467d3300deb479803233cce9030576f8d15fc,results/prob_livo/runs/prompt18_n1_native_Quarter_01_r1,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,Quarter_01,2,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0662,2870,2870,5743,5743,0,212.822933566,5743,0.037057798,578.179340279,0.10067549,252.06,637.352,252.014,6581.500,6581.500,6564.602,6564.602,6561.859,6561.859,250.096,279.355,2873,5746,2873,2871,2869,4308c1d304108bf0ff767ac33bc467d3300deb479803233cce9030576f8d15fc,results/prob_livo/runs/prompt18_n1_native_Quarter_01_r2,Prompt18 Native N1 reuse; unchanged Native estimator
B,N1,Quarter_01,3,2,native_unchanged,offline,CLEAN_SUCCESS,"0,2,4,6",4,Release,0.0662,2870,2870,5743,5743,0,213.570723548,5743,0.037188007,581.447305829,0.101244525,252.474,640.736,252.43,6576.984,6576.984,6559.713,6559.713,6556.852,6556.852,251.674,277.506,2873,5746,2873,2871,2869,4308c1d304108bf0ff767ac33bc467d3300deb479803233cce9030576f8d15fc,results/prob_livo/runs/prompt18_n1_native_Quarter_01_r3,Prompt18 Native N1 reuse; unchanged Native estimator
C,P0S-online,Quarter_01,1,2,native_blind_carry,online,ONLINE_PARITY_SUCCESS,"0,2,4,6",4,Release,0.0655,2866,2866,2872,2872,0,95.420470067,5743,0.016615091,251.845382082,0.043852583,291,,,,,,,,,,,,,,2866,2864,4308c1d304108bf0ff767ac33bc467d3300deb479803233cce9030576f8d15fc,results/prob_livo/runs/prompt19_online_p0s_Quarter_01,online/offline parity only; no memory.csv by design
