family,sequence,arm,stride,repetition,run_id,run_dir,status,config_authority,config_sha256,shared_semantic_sha256,source_head,ate_rmse_m,matched_count,trajectory_rows,backend_attempted,backend_success,backend_rejected,visual_calls,visual_commits,estimator_wall_s,estimator_cpu_s,estimator_count,offline_wall_s,offline_process_cpu_s,bag_duration_s,rtf,peak_raw_cpu_pct,peak_rss_mib,final_rss_mib,peak_pss_mib,final_pss_mib,peak_uss_mib,final_uss_mib,config_identity,stride_identity
NTU,eee_03,N-LIVO-STRIDE,1,1,P15-eee_03-N-LIVO-r1,results/prob_livo/prompt15/formal/P15-eee_03-N-LIVO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.030244318331,0,1810.0,1810.0,1810.0,0.0,1811.0,1809.0,28.455072105000017,96.78079214100002,3623.0,31.2009,112.048,0.0,nan,396.823,2225.109375,2225.109375,2204.951171875,2204.951171875,2202.93359375,2202.93359375,PASS,PASS
NTU,eee_03,N-LIVO-STRIDE,1,2,P15-eee_03-N-LIVO-r2,results/prob_livo/prompt15/formal/P15-eee_03-N-LIVO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.030212569936,0,1810.0,1810.0,1810.0,0.0,1811.0,1809.0,37.75605280899998,133.79975903799985,3623.0,40.4873,148.53,0.0,nan,395.047,2220.7734375,2220.7734375,2200.9560546875,2200.9560546875,2198.234375,2198.234375,PASS,PASS
NTU,eee_03,N-LIVO-STRIDE,1,3,P15-eee_03-N-LIVO-r3,results/prob_livo/prompt15/formal/P15-eee_03-N-LIVO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.030183888023,0,1810.0,1810.0,1810.0,0.0,1811.0,1809.0,36.57150733599994,129.5636734909995,3623.0,39.2134,143.868,0.0,nan,395.853,2221.69140625,2221.69140625,2203.9345703125,2203.9345703125,2202.484375,2202.484375,PASS,PASS
NTU,eee_03,P-LIVO-STRIDE,1,1,P15-eee_03-P-LIVO-r1,results/prob_livo/prompt15/formal/P15-eee_03-P-LIVO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.029665227352,0,1806.0,1812.0,1811.0,1.0,1806.0,1804.0,25.317145276999934,86.71974309699995,3623.0,27.175,91.5999,0.0,nan,380.781,1075.3203125,1075.3203125,1055.1474609375,1055.1474609375,1053.12109375,1053.12109375,PASS,PASS
NTU,eee_03,P-LIVO-STRIDE,1,2,P15-eee_03-P-LIVO-r2,results/prob_livo/prompt15/formal/P15-eee_03-P-LIVO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.029665227352,0,1806.0,1812.0,1811.0,1.0,1806.0,1804.0,33.56086527199997,115.19087474299951,3623.0,36.0704,121.877,0.0,nan,368.427,1065.8828125,1065.8828125,1046.0341796875,1046.0341796875,1043.28515625,1043.28515625,PASS,PASS
NTU,eee_03,P-LIVO-STRIDE,1,3,P15-eee_03-P-LIVO-r3,results/prob_livo/prompt15/formal/P15-eee_03-P-LIVO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.029665227352,0,1806.0,1812.0,1811.0,1.0,1806.0,1804.0,33.398751918999984,113.9879843700004,3623.0,35.702,120.174,0.0,nan,379.953,1065.76953125,1065.76953125,1046.2978515625,1046.2978515625,1043.3125,1043.3125,PASS,PASS
NTU,nya_01,N-LIO,1,1,P15-nya_01-N-LIO-r1,results/prob_livo/prompt15/formal/P15-nya_01-N-LIO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.027764369868,0,3948.0,3948.0,3948.0,0.0,0.0,0.0,28.716860955000037,116.09749908799986,3950.0,31.8162,123.093,0.0,nan,392.601,578.375,578.375,557.84375,557.84375,555.765625,555.765625,PASS,PASS
NTU,nya_01,N-LIO,1,2,P15-nya_01-N-LIO-r2,results/prob_livo/prompt15/formal/P15-nya_01-N-LIO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.027764369868,0,3948.0,3948.0,3948.0,0.0,0.0,0.0,36.397002129000064,147.0592472510006,3950.0,40.6174,157.915,0.0,nan,393.809,575.75390625,575.75390625,555.55859375,555.55859375,552.76171875,552.76171875,PASS,PASS
NTU,nya_01,N-LIO,1,3,P15-nya_01-N-LIO-r3,results/prob_livo/prompt15/formal/P15-nya_01-N-LIO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.027764369868,0,3948.0,3948.0,3948.0,0.0,0.0,0.0,38.78558683299986,155.671734778,3950.0,42.7081,165.89,0.0,nan,392.916,577.15234375,577.15234375,557.533203125,557.533203125,554.5,554.5,PASS,PASS
NTU,nya_01,P-LIO,1,1,P15-nya_01-P-LIO-r1,results/prob_livo/prompt15/formal/P15-nya_01-P-LIO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.023256332556,0,3944.0,3950.0,3950.0,0.0,0.0,0.0,20.353816005000063,77.152591715,3950.0,24.4462,81.9401,0.0,nan,349.656,269.66796875,269.0078125,249.1142578125,248.2939453125,247.05078125,246.30078125,PASS,PASS
NTU,nya_01,P-LIO,1,2,P15-nya_01-P-LIO-r2,results/prob_livo/prompt15/formal/P15-nya_01-P-LIO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.023256332556,0,3944.0,3950.0,3950.0,0.0,0.0,0.0,26.085411869999977,98.01174133200023,3950.0,31.1601,103.854,0.0,nan,350.139,265.3515625,264.9453125,245.056640625,244.619140625,242.23046875,241.86328125,PASS,PASS
NTU,nya_01,P-LIO,1,3,P15-nya_01-P-LIO-r3,results/prob_livo/prompt15/formal/P15-nya_01-P-LIO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.023256332556,0,3944.0,3950.0,3950.0,0.0,0.0,0.0,26.513287917000007,100.15350571200018,3950.0,32.0527,106.535,0.0,nan,347.588,266.23828125,266.23828125,246.4931640625,246.4931640625,243.5078125,243.5078125,PASS,PASS
NTU,nya_01,N-LIVO-STRIDE,1,1,P15-nya_01-N-LIVO-r1,results/prob_livo/prompt15/formal/P15-nya_01-N-LIVO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.037964516246,0,3945.0,3945.0,3945.0,0.0,3946.0,3944.0,56.05023541199997,200.5876034310003,7893.0,60.6642,221.769,0.0,nan,398.075,2307.4609375,2307.4609375,2286.8505859375,2286.8505859375,2284.765625,2284.765625,PASS,PASS
NTU,nya_01,N-LIVO-STRIDE,1,2,P15-nya_01-N-LIVO-r2,results/prob_livo/prompt15/formal/P15-nya_01-N-LIVO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.037964516246,0,3945.0,3945.0,3945.0,0.0,3946.0,3944.0,80.5890513120001,294.8420794940006,7893.0,88.2122,324.775,0.0,nan,397.713,2302.5234375,2302.5234375,2282.5380859375,2282.5380859375,2279.62890625,2279.62890625,PASS,PASS
NTU,nya_01,N-LIVO-STRIDE,1,3,P15-nya_01-N-LIVO-r3,results/prob_livo/prompt15/formal/P15-nya_01-N-LIVO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.037838048269,0,3945.0,3945.0,3945.0,0.0,3946.0,3944.0,78.86845793999971,284.76234947199924,7893.0,89.7909,323.944,0.0,nan,397.522,2307.703125,2307.703125,2288.45703125,2288.45703125,2285.453125,2285.453125,PASS,PASS
NTU,nya_01,P-LIVO-STRIDE,1,1,P15-nya_01-P-LIVO-r1,results/prob_livo/prompt15/formal/P15-nya_01-P-LIVO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.038850967485,0,3941.0,3947.0,3946.0,1.0,3941.0,3939.0,47.030868937000186,163.86317278300106,7893.0,54.6204,184.465,0.0,nan,387.504,2044.0234375,2044.0234375,2023.4541015625,2023.4541015625,2021.375,2021.375,PASS,PASS
NTU,nya_01,P-LIVO-STRIDE,1,2,P15-nya_01-P-LIVO-r2,results/prob_livo/prompt15/formal/P15-nya_01-P-LIVO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.038835046752,0,3941.0,3947.0,3946.0,1.0,3941.0,3939.0,59.657259985000145,212.0569142849994,7893.0,64.5562,225.425,0.0,nan,389.809,2043.82421875,2042.05078125,2023.736328125,2022.138671875,2020.765625,2019.23828125,PASS,PASS
NTU,nya_01,P-LIVO-STRIDE,1,3,P15-nya_01-P-LIVO-r3,results/prob_livo/prompt15/formal/P15-nya_01-P-LIVO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.038835046752,0,3941.0,3947.0,3946.0,1.0,3941.0,3939.0,61.628945962000046,218.04143514900133,7893.0,66.6566,231.77,0.0,nan,384.657,2039.8359375,2039.8359375,2020.513671875,2020.513671875,2017.49609375,2017.49609375,PASS,PASS
NTU,nya_02,N-LIO,1,1,P15-nya_02-N-LIO-r1,results/prob_livo/prompt15/formal/P15-nya_02-N-LIO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.029233703789,0,4284.0,4284.0,4284.0,0.0,0.0,0.0,29.759971750000002,121.55355567399953,4287.0,33.4313,130.273,0.0,nan,394.503,565.03125,565.03125,544.62890625,544.62890625,542.61328125,542.61328125,PASS,PASS
NTU,nya_02,N-LIO,1,2,P15-nya_02-N-LIO-r2,results/prob_livo/prompt15/formal/P15-nya_02-N-LIO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.029233703789,0,4284.0,4284.0,4284.0,0.0,0.0,0.0,42.863075951999924,171.9777490409996,4287.0,47.117,183.623,0.0,nan,394.351,562.1640625,561.7109375,542.759765625,542.322265625,540.73046875,540.36328125,PASS,PASS
NTU,nya_02,N-LIO,1,3,P15-nya_02-N-LIO-r3,results/prob_livo/prompt15/formal/P15-nya_02-N-LIO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.029233703789,0,4284.0,4284.0,4284.0,0.0,0.0,0.0,41.40504542800016,166.81420003799934,4287.0,45.7294,178.322,0.0,nan,394.068,560.296875,560.296875,541.5458984375,541.5458984375,538.51171875,538.51171875,PASS,PASS
NTU,nya_02,P-LIO,1,1,P15-nya_02-P-LIO-r1,results/prob_livo/prompt15/formal/P15-nya_02-P-LIO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.029556829655,0,4280.0,4287.0,4287.0,0.0,0.0,0.0,22.249982253999914,84.28648618600035,4287.0,26.5666,89.3384,0.0,nan,350.345,281.23046875,280.1953125,261.1591796875,260.1123046875,259.53515625,258.55859375,PASS,PASS
NTU,nya_02,P-LIO,1,2,P15-nya_02-P-LIO-r2,results/prob_livo/prompt15/formal/P15-nya_02-P-LIO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.029556829655,0,4280.0,4287.0,4287.0,0.0,0.0,0.0,30.125567390000032,113.70618777900063,4287.0,36.0522,120.516,0.0,nan,350.82,279.046875,279.046875,258.4521484375,258.4521484375,255.7734375,255.7734375,PASS,PASS
NTU,nya_02,P-LIO,1,3,P15-nya_02-P-LIO-r3,results/prob_livo/prompt15/formal/P15-nya_02-P-LIO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.029556829655,0,4280.0,4287.0,4287.0,0.0,0.0,0.0,29.59265538099991,111.95259335200026,4287.0,35.0844,118.349,0.0,nan,351.53,278.16796875,277.4296875,259.1962890625,258.1669921875,256.0234375,255.04296875,PASS,PASS
NTU,nya_02,N-LIVO-STRIDE,1,1,P15-nya_02-N-LIVO-r1,results/prob_livo/prompt15/formal/P15-nya_02-N-LIVO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.036969829948,0,4283.0,4283.0,4283.0,0.0,4283.0,4282.0,57.99545269700006,211.62644563099994,8567.0,63.011,233.468,0.0,nan,396.804,2437.1015625,2437.1015625,2416.3525390625,2416.3525390625,2414.265625,2414.265625,PASS,PASS
NTU,nya_02,N-LIVO-STRIDE,1,2,P15-nya_02-N-LIVO-r2,results/prob_livo/prompt15/formal/P15-nya_02-N-LIVO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.036969829948,0,4283.0,4283.0,4283.0,0.0,4283.0,4282.0,82.77265777100003,308.71194816899856,8567.0,90.3481,338.039,0.0,nan,396.205,2432.1484375,2432.1484375,2411.6513671875,2411.6513671875,2408.96484375,2408.96484375,PASS,PASS
NTU,nya_02,N-LIVO-STRIDE,1,3,P15-nya_02-N-LIVO-r3,results/prob_livo/prompt15/formal/P15-nya_02-N-LIVO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.036971703578,0,4283.0,4283.0,4283.0,0.0,4283.0,4282.0,83.41479343300003,305.5719638529981,8567.0,95.8831,353.456,0.0,nan,395.365,2389.46484375,2389.46484375,2372.9375,2372.9375,2371.63671875,2371.63671875,PASS,PASS
NTU,nya_02,P-LIVO-STRIDE,1,1,P15-nya_02-P-LIVO-r1,results/prob_livo/prompt15/formal/P15-nya_02-P-LIVO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.046962828218,0,4279.0,4284.0,4284.0,0.0,4279.0,4277.0,48.03722010100011,171.70642678800124,8567.0,52.283,182.933,0.0,nan,391.831,2193.7578125,2193.7578125,2172.9951171875,2172.9951171875,2170.94921875,2170.94921875,PASS,PASS
NTU,nya_02,P-LIVO-STRIDE,1,2,P15-nya_02-P-LIVO-r2,results/prob_livo/prompt15/formal/P15-nya_02-P-LIVO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.046851751619,0,4279.0,4284.0,4284.0,0.0,4279.0,4277.0,67.93416846300028,239.02137562900083,8567.0,73.2254,253.412,0.0,nan,383.902,2185.48828125,2185.48828125,2164.9345703125,2164.9345703125,2162.25390625,2162.25390625,PASS,PASS
NTU,nya_02,P-LIVO-STRIDE,1,3,P15-nya_02-P-LIVO-r3,results/prob_livo/prompt15/formal/P15-nya_02-P-LIVO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,00f12463d520d5ac7297f62385f56757d56a029c,0.046962828218,0,4279.0,4284.0,4284.0,0.0,4279.0,4277.0,65.7246838529998,232.73340680699988,8567.0,71.1019,247.314,0.0,nan,375.891,2186.75390625,2186.75390625,2167.861328125,2167.861328125,2164.80859375,2164.80859375,PASS,PASS
NTU,nya_03,N-LIO,1,1,P15-nya_03-N-LIO-r1,results/prob_livo/prompt15/formal/P15-nya_03-N-LIO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.028883185208,0,4092.0,4092.0,4092.0,0.0,0.0,0.0,30.462320816000034,123.46441895200047,4094.0,33.6721,130.981,0.0,nan,392.706,648.734375,648.734375,629.349609375,629.349609375,626.48046875,626.48046875,PASS,PASS
NTU,nya_03,N-LIO,1,2,P15-nya_03-N-LIO-r2,results/prob_livo/prompt15/formal/P15-nya_03-N-LIO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.028883185208,0,4092.0,4092.0,4092.0,0.0,0.0,0.0,42.312023001999975,170.9416887099996,4094.0,46.7134,182.999,0.0,nan,395.525,647.68359375,647.68359375,627.423828125,627.423828125,624.60546875,624.60546875,PASS,PASS
NTU,nya_03,N-LIO,1,3,P15-nya_03-N-LIO-r3,results/prob_livo/prompt15/formal/P15-nya_03-N-LIO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.028883185208,0,4092.0,4092.0,4092.0,0.0,0.0,0.0,38.822069427999914,156.6208871200001,4094.0,42.9441,167.702,0.0,nan,395.428,644.78515625,644.78515625,625.908203125,625.908203125,622.82421875,622.82421875,PASS,PASS
NTU,nya_03,P-LIO,1,1,P15-nya_03-P-LIO-r1,results/prob_livo/prompt15/formal/P15-nya_03-P-LIO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.02575712856,0,4088.0,4094.0,4094.0,0.0,0.0,0.0,21.675843847999992,82.23526498399985,4094.0,29.9705,90.3817,0.0,nan,320.586,254.68359375,253.1484375,235.2294921875,235.2294921875,233.7890625,233.7890625,PASS,PASS
NTU,nya_03,P-LIO,1,2,P15-nya_03-P-LIO-r2,results/prob_livo/prompt15/formal/P15-nya_03-P-LIO-r2,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.02575712856,0,4088.0,4094.0,4094.0,0.0,0.0,0.0,30.72998857100007,114.841410804,4094.0,36.1706,120.911,0.0,nan,346.94,294.390625,292.55859375,274.484375,272.5078125,271.58203125,269.67578125,PASS,PASS
NTU,nya_03,P-LIO,1,3,P15-nya_03-P-LIO-r3,results/prob_livo/prompt15/formal/P15-nya_03-P-LIO-r3,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,76e7349c106135cd6afbc042251d9d81688d5aac5b6fd3976c429616ab764263,00f12463d520d5ac7297f62385f56757d56a029c,0.02575712856,0,4088.0,4094.0,4094.0,0.0,0.0,0.0,27.954662187000004,105.89573913299968,4094.0,32.8653,111.666,0.0,nan,350.051,291.796875,291.796875,272.669921875,272.669921875,269.58984375,269.58984375,PASS,PASS
NTU,nya_03,N-LIVO-STRIDE,1,1,P15-nya_03-N-LIVO-r1,results/prob_livo/prompt15/formal/P15-nya_03-N-LIVO-r1,VALID,hku-mars/FAST-LIVO2@0d2c0346107b75b59934975adec9a6eeeb913c64:config/NTU_VIRAL.yaml,c8f94f130e599b928c3f02c3f3d3b2009ae01df76aec32f6ac96b6a987311ef3,a02de9fde32902582637605791cdf050028efa3b54171d07a92b216f289b5d90,0f4881acffd3a6958b1bf67ae07363a84b563d1a,0.033331916403,0,4090.0,4090.0,4090.0,0.0,4091.0,4089.0,60.19629731399999,218.9691444440004,8183.0,64.941,242.335,0.0,nan,396.405,2351.3203125,2351.3203125,2331.8193359375,2331.8193359375,2328.92578125,2328.92578125,PASS,PASS
