dataset,variant,entry,formal_authority,run_id,source_commit,params_sha256,external_sensor_sha256,adapter_sha256,process_sha256,topics,extrinsic_T_IMU_LIDAR,time_offset_s,external_point_decimation,affinity,tbb_threads,input_lidar_messages,input_imu_messages,trajectory_rows,trajectory_sha256,matched_count,ate_rmse_m,total_wall_s,cpu_total_s,cpu_per_scan_s,peak_pss_mib,final_pss_mib,peak_uss_mib,final_uss_mib,status,parity_class
Bright_Screen_Wall,Prob-LIVO,online_rviz,diagnostic,prompt28_bright_prob_online_rviz_fejoff1,FAST-LIVO2 HEAD 2f4249c,n/a,n/a,n/a,n/a,"/livox/imu,/livox/lidar,/left_camera/image/compressed",Prompt27 avia calibration,0.0,no,n/a,n/a,n/a,n/a,660,6cba87ba2671fb51119673b3be6529a6b39fdbf556fa2c93acacfb678fddb250,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,COMPLETE_FEJ_OFF_FINITE,n/a
